id	qid	text
9878	L96861	obscēnitās, -ātis, f.: lizunkeria, lotsagabekeria.
9879	L96862	obscēnus, -a, -um: zorigaiztoko, zoritxarreko, kontrako, adur txarreko (omen obscenum: iragarpen txarra); zikin, lohi; lizun, lizunkoi, zantar.
9880	L96863	obscūrātio, -ōnis, f.: eklipse (solis: eguzkiarena); iluntasun, ilunpe.
9881	L96864	obscūro 1: ilundu, ilunpean utzi, argirik gabe utzi; ezkutatu, estali; ilun bihurtu, ulertezin bihurtu, era ulertezinean adierazi, ez entzuteko moduan esan, ez utzi ikusten; ahatzarazi, ahantzarazi; pas.: desagertu, ilundu, eklipsatu.
9882	L96865	obscūrus, -a, -um: ilun, itzaltsu, ilunpeko (sub obscurum noctis: gauaren iluntasunean); ulergaitz, adigaitz; zalantzazko, lauso; xume, ez oso ezagun (obscuro loco natus: familia xumean jaioa); ezkutu, ikusezin, sekretu.
9883	L96866	obsecrātio, -ōnis, f.: erregu, eskari; otoitz publiko, errogazioak, errogatibak [jainkoen haserrea baretzeko]
9884	L96867	obsecro 1: erregutu, arren eskatu (ut id facias: hau egin dezazun; obsecro te, ignosce: barka diezadazun erregutzen dizut); [elkarrizketetan] arren (obsecro, quem video?: nor ikusten ari naiz, arren?; obsecro te, quid agit?:esaidazu arren, zer ari da egiten?).
9885	L96868	obsecundo 1: lagundu, -en aldeko izan, -en alde egin, -entzat mesedegarri izan [+ dat.].
9886	L96869	obsēdi: perf., ikus obsīdo eta obsideo
9887	L96870	obsequēla, -ae, f.: ikus obsequium.
9888	L96871	obsequens, -entis: -en aldeko, adeitsu, -kin atsegin [+ dat.].
9889	L96872	obsequentia, -ae, f.: obedientzia, esanekotasun, menekotasun, begiramen, otzantasun.
9890	L96873	obsequium, -i, n.: atsegin egite, atsegin emate, adeitasun, begiramen (obsequio grassare: izan zaitez oso adeitsu); obedientzia,esanekotasun, menekotasun (deforme o.: mirabekeria).
9891	L96874	obsequor, -secūtus 3: gustua egin, atsegin eman, atsegin egin (alicui: norbaiti); esana egin, obeditu; omen egin; errenditu, amore eman (voluntati alicuius: norbaiten borondateari); jarraiki (studiis suis o.: bere gustuko ikasketei jarraiki).
9892	L96875	obsero 1: itxi, morroiloarekin itxi.
9893	L96876	obsero, -sēvi, -situm 3: erein, landatu; estali (aliquid aliqua re: zerbait zerbaitekin); pp. obsitus: -z estalia, -z betea [+abl.]
9894	L96877	observans, -antis: adeitsu, begirunetsu, konplitu (mei: nirekin); hitzeko, berbako.
9895	L96878	observantia, -ae, f.: behatze, behaketa; errespetu, adeitasun, begirune; betetze, gordetze.
9896	L96879	observātio, -ōnis, f.: behatze, behaketa; zintzotasun, begirune; ohitura, arau.
9897	L96880	observito 1: arretaz behatu, behin eta berriro aztertu.
9898	L96881	observo 1: behatu, aztertu; -i arreta jarri, -i kasu eman; zelatatu, espiatu; zaindu; kontua izan (ne accidat: gerta ez dadin); gorde; errespetatu, bete.
9899	L96882	obses, -sidis, m. eta f.: bahituri (obsides alicui imperare: bahituak eskatu norbaiti); fidatzaile, berme-emaile; berme, kaudimen.
9900	L96883	obsessio, -ōnis, f.: blokeatze, setiatze, blokeo, setio; okupazio.
9901	L96884	obsessor, -ōris, m.: setiatzaile; leku batean maiz izaten den(a), leku batean bizi den(a), biztanle.
9902	L96885	obsessus, -a, -um: pp., ikus obsīdo eta obsideo
9903	L96886	obsēvi: perf., ikus obsero
9904	L96887	obsideo, -sēdi, -sessum 2: -n eserita egon, -n jarririk egon; -n maiz izan, -n bizi izan [ak.]; setiatu, blokeatu, oztopatu, itxi; okupatu, hartu; estutu; lapurtu (tempus: denbora); zelatatu, zelatan izan, espiatu.
9905	L96888	obsidiālis, -e: cf. obsidionalis
9906	L96889	obsidio, -ōnis, f.: blokeatze, setio; estutasun, larritasun.
9907	L96890	obsidiōnālis, -e: setioari dagokion(a), setioko, setio- (corona obsidionalis: setio-koroa, setiaturiko lekua askatzen zuenari ematen zitzaiona).
9908	L96891	obsidium, -i, n. [obsideotik eratorria]: blokeatze, setio.
9909	L96892	obsidium, -i, n. [obsesetik eratorria]: bahituri.
9910	L96893	obsīdo, -sēdi, -sessum 3: setiatu; okupatu, -z jabetu, -en jabe egin [ak.].
9911	L96894	obsignātor, -ōris, m.: lekuko gisa sinatzen duen(a).
9912	L96895	obsigno 1: zigilatu, sinatu, lekuko gisa berretsi; grabatu, irarri.
9913	L96896	obsisto, -stiti, — 3: aurre egin (alicui: norbaiti); jasan (dolori: mina; o. ne edo quominus: -t(z)earen kontra egin); ilundu (famae alicuius: norbaiten ospea).
9914	L96897	obsitus, -a, -um: pp., ikus obsero
9915	L96898	obsolefacio, -fēci, -factum [pas. obsolefīo] 3 : doilortu, ohorea galdu, laidoztatu
9916	L96899	obsolesco, -lēvi, -lētum 3: zahartu, zahar geratu, zaharkituta gelditu, erabilera galdu, modaz kanpo geratu; distira edo balioa galdu, ahuldu.
9917	L96900	obsolētus, -a, -um: pp., ikus obsolesco. — Adj.: zaharkitu(a), modaz pasatu(a), distira gabe(ko), higatu(a), zikin; arrunt, garrantzirik gabe(ko)
9918	L96901	obsolēvi: perf., ikus obsolesco
9919	L96902	obsōnium, -i, n.: jakiak, janariak, jatekoa, platerak (bereziki arraina).
9920	L96903	obsōno [eta-or] 1: sukalderako erosi, janariak erostera joan azokara.
9921	L96904	obstatūrus, -a, -um: pp., ikus obsto
9922	L96905	obstetrix, -īcis, f.: emagin [emakumezkoa].
9923	L96906	obstinātio, -ōnis, f.: seta, tema; irmotasun.
9924	L96907	obstinātus, -a, -um: setati; irmo.
9925	L96908	obstino 1: tematu, irmoki proposatu, erabaki sendoa hartu.
9926	L96909	obstīpus, -a, -um: alde batera okertu(a), alde batera makurtu(a); atzerantz dagoen(a).
9927	L96910	obstita, -ōrum, n. pl.: tximistak jotako gauzak.
9928	L96911	obstiti: perf., ikus obsto eta obsisto
9929	L96912	obsto, -stiti, -stātum 1: aurka egin, oztopatu, galarazi (quominus edo ne: -t(z)ea); oztopo izan (di deaeque, quibus obstitit Ilium: jainko eta jainkosak, zeinentzat Troia oztopo izan baitzen).
9930	L96913	obstrepitus, -a, -um: pp., ikus obstrepo
9931	L96914	obstrepo, -pui, -pitum 3: zarata atera (nihil sensere obstrepente pluvia: ez zuten ezer igarri euriaren zarata zela eta); hizketan ari denaren jarduna eten oihuekin, zorua ostikoz joz, etab.; eragotzi, traba egin [dat.].
9932	L96915	obstrepui: perf., ikus obstrepo
9933	L96916	obstringo, -strinxi, -strictum 3: elkartu, lotu, kateatu; katigatu, eutsi, estutu; itxita eduki; derrigortu, behartu; nahasi, endredatu (aliquem nefario scelere: norbait krimen izugarri batean; o. se scelere: norbera delitu baten errudun egin; obstringi conscientiā tanti facinoris: halako krimen handi batekin zamatu kontzientzia); agindu, eman (fidem o.: hitza eman); bermatu, ziurtatu.
9934	L96917	obstructio, -ōnis, f.: eragozpen, oztopo.
9935	L96918	obstructus, -a, -um: pp., ikus obstruo
9936	L96919	obstruo, -struxi, -structum 3: aurrez aurre eraiki, ordez/gainean eraiki (novum murum pro diruto o.: harresi berri bat eraiki gainean eraitsitakoaren ordez; luminibus alicuius o.: norbaiti argia kendu aurrean eraikiz); oztopatu, eragotzi, buxatu (o. vias: bideak oztopatu); itxi, estali (o. fauces alicuius: norbaiti ahoa itxi); hormaz itxi (valvas obstruxerunt: hormaz itxi zituzten ateak).
9937	L96920	obstruxi: perf., ikus obstruo
9938	L96921	obstupefacio, -fēci, -factum 3: zur eta lur utzi, txunditu.
9939	L96922	obstupesco, -stupui, — 3: zur eta lur gelditu, txunditurik gelditu.
9940	L96923	obstupui: perf., ikus obstupesco
9941	L96924	obsum, obfui[etaoffui], —: kalte egin, gaitz egin, oztpo izan, eragozpen izan [+ dat.].
9942	L96925	obsuo, -sui, -sūtum 3: josi; itxi.
9943	L96926	obsurdesco, -surdui, — 3: gor bihurtu, gortu.
9944	L96927	obsurdui: perf., ikus obsurdesco
9945	L96928	obsūtus, -a, -um: pp., ikus obsuo
9946	L96929	obtectus, -a, -um: pp., ikus obtego
9947	L96930	obtego, -texi, -tectum 3: estali, ezkutatu, gorde; babestu.
9948	L96931	obtemperātio, -ōnis, f.: esanekotasun, menekotasun.
9949	L96932	obtempero 1: esana egin, obeditu, baiezkoa eman, men egin [+ dat.].
9950	L96933	obtendo, -tendi, -tentum 3: aurrean jarri, aurrean ipini, hedatu (obtenta nox: gau iluna); estali, aitzakia jarri, disimulatu.
9951	L96934	obtentus, -a, -um: pp., ikus obtendo eta obtineo
9952	L96935	obtentus, -ūs, m.: aurrean ipintze/jartze/hedatze; estaltze; aitzakia, desenkusa, estakuru.
9953	L96936	obtero, -trīvi, -trītum 3: zapaldu, zanpatu; suntsitu, desegin (calumniam: kalumnia); mespretxatu, gutxietsi (aliquem verbis: norbait hitzekin).
9954	L96937	obtestātio, -ōnis, f.: jainkoak lekuko ipintzea; jainkoei zuzenduriko laguntza-dei;zin egite; erregu; arao, konjuru.
9955	L96938	obtestor 1: lekukotzat jarri (deūm hominumque fidem: jainkoak eta gizakiak); laguntza eske deitu (deos: jainkoei); erregutu, arren eskatu, araoak egin, arao bat esan (per omnes deos te obtestor ut...: jainko guztien izenean zuri erregutzen dizut ...-t(z)eko); ospetsuki baieztatu.
9956	L96939	obtexi: perf., ikus obtego
9957	L96940	obtexo, -texui, -textum 3: estali.
9958	L96941	obtexui: perf., ikus obtexo
9959	L96942	obticesco, -ticui, — 3: mututu, isildu, isilik egon.
9960	L96943	obticui: perf., ikus obticesco
9961	L96944	obtigi: perf., ikus obtingo
9962	L96945	obtineo, -tinui, -tentum 2: eduki, izan, hartu; heldu, iritsi; lortu, konkistatu, irabazi, erdietsi (ut: -t(z)ea; ne: ez -t(z)ea); sostengatu, defendatu (duas contrarias sententias: aurkako bi iritzi); gorde, kontserbatu, iraun, mantendu.
9963	L96946	obtingo, -tigi, — 3: gertatu, tokatu [dat.].
9964	L96947	obtinui: perf., ikus obtineo
9965	L96948	obtorpesco, -pui, — 3: gelditu, sorgortu.
9966	L96949	obtorpui: perf., ikus obtorpesco
9967	L96950	obtorqueo, -torsi, -tortum 2: biratu; okertu, tolestu.
9968	L96951	obtorsi: perf., ikus obtorqueo
9969	L96952	obtortus, -a, -um: pp., ikus obtorqueo
9970	L96953	obtrectātio, -ōnis, f.: bekaizkeria, jeloskortasun; esamesa, errankizun, gaizki-esan, gaitz-erran.
9971	L96954	obtrectātor, -ōris, m.: gaizki-esale, gaizki-erraile, bekaizti; aurkako, etsai, lehiakide.
9972	L96955	obtrecto 1: -en etsai izan; gaizki esan, gaizki-esaka aritu; iraindu, laidoztatu, txikiagotu, kritikatu [dat.].
9973	L96956	obtrītus, -a, -um: pp., ikus obtero
9974	L96957	obtrīvi: perf., ikus obtero
9975	L96958	obtrūdo, -trūsi, -trūsum 3: bortxaz sartu; irentsarazi, ahotik sartu zerbait norbaiti; behartu, derrigortu; amorraturik irentsi.
9976	L96959	obtrunco 1: inausi, kimatu; zatikatu, laurdenkatu, burua moztu; hil.
9977	L96960	obtrūsi: perf., ikus obtrūdo
9978	L96961	obtrūsus, -a, -um: pp., ikus obtrūdo
9979	L96962	obtudi: perf., ikus obtundo
9980	L96963	obtundo, -tudi, -tūsum [eta-tunsum] 3: kamustu, makestu; sorgortu, ahuldu; traba egin, nekatu, gogaitu.
9981	L96964	obtunsus, -a, -um: ikus obtūsus
9982	L96965	obtūsus, -a, -um: pp., ikus obtundo. — Adj.: sorgortu(a), motel, ahul, soraio; kamuts, makets.
9983	L96966	obturbo 1: uhertu, arretu (ura); asaldatu, nahaspilatu; oihuka moztu, zarataka etenarazi; protesta egin; aztoratu; enbarazu egin, molestatu, lasaitasuna eragotzi; oztopatu, buxatu.
9984	L96967	obtūro 1: buxatu, estali, itxi; lasaitu, baretu (ut amorem obturet edendi: jateko gogoa baretzeko).
9985	L96968	obtūtus, -ūs, m.: begiratze, begirada; aztertze, azterketa.
9986	L96969	obumbro 1: itzal egin, itzala zabaldu, itzalpetu; ilundu; estali, zuritu, arindu; babestu, lagundu.
9987	L96970	obuncus, -a, -um: makotu(a), konkortu(a).
9988	L96971	obustus, -a, -um: erre(a), piztu(a); gogortu(a).
9989	L96972	obvallātus, -a, -um: lubakian babestu(a), babestu(a).
9990	L96973	obvēni: perf., ikus obvenio
9991	L96974	obvenio, -vēni, -ventum 4: adierazitako tokian elkartu, azaldu, agertu; gertatu, suertatu, jazo; egokitu, tokatu.
9992	L96975	obventus, -a, -um: pp., ikus obvenio
9993	L96976	obversor 1: azaldu, agertu [dat. edo ante oculos]; korrika joan hara eta hona, alderrai ibili.
9994	L96977	obversus, -a, -um: pp., ikus obverto
9995	L96978	obverto, -verti, -versum 3: jiratu (proras pelago: brankak itsasorantz); -ra zuzendu, -en kontra zuzendu; -n jarri arreta, -n aritu.
9996	L96979	obviam, adb.: [+dat.] -en bidera, -i bidera, -en aurrera, -engana (o. alicui ire, prodire, procedere: norbaitekin elkartzeko joan, irten, aurreratu; o. ire cupiditati hominum: gizakien kodizia bukarazi).
9997	L96980	obviamitio, -ōnis, f.: bidera irtetea.
9998	L96981	obvius, -a, -um: elkartzera doan(a), begien aurrean dagoen(a) (cui mater sese tulit obvia: zeinari ama bidera irten zitzaion); -en eraginpean dagoen(a), -en eraginaren mende dagoen(a) (rupes obvia furiis ventorum: haizeen indarraren eraginaren mende dagoen harkaitza); begien bistako; aurkitzen erraz, eskueran den(a); atsegin, xume, adeitsu.
9999	L96982	obvolūtus, -a, -um: pp., ikus obvolvo
10000	L96983	obvolvo, -volvi, -volūtum 3: bildu, estali; tapatu, ezkutatu, disimulatu.
10001	L96984	occaeco 1: itsutu; setatu, tematu; ilundu; estali (lurrez); paralizatu (beldurrez); ezkutatu, ikusezin bihurtu; ulertezin bihurtu.
10002	L96985	occallātus, -a, -um: gogortu(a), sorgortu(a).
10003	L96986	occallesco, -callui, — 3: maskurtu; gogortu, sorgortu, soraiotu.
10004	L96987	occallui: perf., ikus occallesco
10005	L96988	occano, -canui, — 3: soinua egin, jo (turuta, korneta, tronpeta); seinalea eman [mil.].
10006	L96989	occanui: perf., ikus occano
10007	L96990	occāsio, -ōnis, f.: aldeko aukera, abagune, egokiera (occasioni non deese: aukera alferrik ez galdu).
10008	L96991	occāsus, -a, -um: pp., ikus occido
10009	L96992	occāsus, -ūs, m.: sartze, eguzki-sartze; mendebalde; gainbehera, hondamen, bukaera; heriotza.
10010	L96993	occātio, -ōnis, f.: aratze (lurra, goldatu ostean, arearekin aratzea).
10011	L96994	occento 1: abesti iraingarriak abestu; eskandalua eman; adur txarreko iragarpenak egin.
10012	L96995	occēpi: perf., ikus occipio
10013	L96996	occeptus, -a, -um: pp., ikus occipio
10014	L96997	occidens, -entis, m.: mendebalde, sartalde.
10015	L96998	occidi: perf., ikus occido
10016	L96999	occīdi: perf., ikus occīdo
10017	L97000	occīdio, -ōnis, f.: sarraski, hilketa (occidione occidere: suntsitu, erabat hondatu).
10018	L97001	occido, -cidi, -cāsum 3: erori; hil, -enak egin; beheratu, sartu, amaitu (sol occidens: eguzkia sartzen, eguzki-sartze; vita occidens:bizitzaren gainbehera); lur jo, suntsitu.
10019	L97002	occīdo, -cīdi,- cīsum 3: moztu, zatitu, laurdenkatu; zauritu; lurrera bota; akabatu, hil, erail (se occidere:suizidatu, nork bere burua hil, nork bere buruaz beste egin); birrindu (aliquem legendo o.: norbait birrindu bertsoak irakurriz); molestatu, lasaitasuna eragotzi.
10020	L97003	occiduus, -a, -um: mendebalde, sartalde; hil hurren, hil hurran, hilzorian dagoen(a).
10021	L97004	occino, -cinui, — 3: abestu, kantatu; garrasi egin; adur txarreko iragarpenak egin oihuka.
10022	L97005	occinui: perf., ikus occino
10023	L97006	occipio, -cēpi, -ceptum 3: hasi, -i ekin; jarduten hasi (magistratum: kargu publiko batean).
10024	L97007	occipitium, -i, n.: okzipuzio.
10025	L97008	occīsio, -ōnis, f.: homizidio, hilketa.
10026	L97009	occīsus, -a, -um: pp., ikus occīdo
10027	L97010	occlūdo, -clūsi, -clūsum 3: itxi, hetsi; eutsi, menderatu.
10028	L97011	occlūsi: perf., ikus occlūdo
10029	L97012	occlūsus, -a, -um: pp., ikus occlūdo
10030	L97013	occo 1: aratu (lurra arearekin berdindu, goldatu ostean).
10031	L97014	occubo, —, — 1: -en ondoan etzanik egon; etzanik egon, hilda egon, hilobian egon (quo maximus occubat Hector: Hektor handia datzan lekuan).
10032	L97015	occucurri: perf., ikus occurro. 
10033	L97016	occulco 1: zapaldu, oinkatu (aliquem: norbait).
10034	L97017	occulo, occului, occultum 3: ezkutatu, gorde; estali, tapatu, disimulatu.
10035	L97018	occultātio, -ōnis, f.: ezkutatze.
10036	L97019	occultātor, -ōris, m.: ezkutatzaile.
10037	L97020	occultē, adb.: ezkutuan, isilean.
10038	L97021	occulto 1: ezkutatu, estali, gorde, disimulatu.
10039	L97022	occultus, -a, -um: pp., ikus occulo.— Adj.: ezkutu, sekretu, gorde(a); isil, isilkor (izaera).
10040	L97023	occului: perf., ikus occulo
10041	L97024	occumbo, -cubui, -cubitum 3: erori, hil (o. mortem: hil).
10042	L97025	occubui: perf., ikus ocumbo
10043	L97026	occupātio, -ōnis, f.: okupatze, karguaz jabetze; egiteko, zeregin, lan, okupazio, kezkabide.
10044	L97027	occupātus, -a, -um: lanpetu(a), murgildu(a), buru-belarri sartu(a) (in aliqua re: zerbaitetan).
10045	L97028	occupo 1: okupatu, -z jabetu (beste inor baino lehen) (regnum o.: aginteaz jabetu); o. aditum: sartu presaka; o. aliquem amplexu: norbait besarkatu; bete; eraso (aliquem: norbait). ustekabean harrapatu (aliquid: zerbait); aurreratu (bellum facere: gerra egitera); aurrea hartu; maileguan eman [dirua]
10046	L97029	occurri: perf., ikus occurro. 
10047	L97030	occurro, -(cu)curri, -cursum 3: korrika joan (alicui obviam: norbaitekin elkartzera; cui obvia Camilla occurrit: harekin elkartzera joan zen Kam.); bidera irten, -en kontra abiatu, eraso (Pompeianis: Ponpeiotarrei); aurre egin, buru egin (sceleri: gaiztakeriari); -i laguntzera joan [dat.]; agertu, azaldu, aurkeztu; gertatu, jazo; ihardetsi, erantzun.
10048	L97031	occursātio, -ōnis, f.: bidera irtetea (o. popularis: herriarentzako lausengua); zorion-agur, lausengatze, lausengu.
10049	L97032	occurso 1: -kin topo egin, topatu, aurrean azaldu [dat.]; aurre egin, buru egin, kontra egin, eraso; -rantz korrika joan, gerturatu [dat.]; burura etorri, gogora etorri (occursant verba: hitzak berez datoz burura).
10050	L97033	occursus, -a, -um: pp., ikus occurro
10051	L97034	occursus, -ūs, m.: elkartze, topo egite.
10052	L97035	oceanus, -i, m.: ozeano.
10053	L97036	ocellus, -i, m.: begitxo, begi; begi-nini; perla, altxor, bitxi; laztan.
10054	L97037	ocior, -ius, konp.: arinago(a), bizkorrago(a) (ocior cervis: oreinak baino bizkorragoa); -t(z)eko gertuago(a); ocius, adb. konp.: bizkorrago, arinago; -t(z)eko gertuago;berehala, segituan: sup. ocissime.
10055	L97038	ocrea, -ae, f.: zango-babes.
10056	L97039	ocreātus, -a, -um: zango-babesdun.
10057	L97040	octaphoron:ikus octōphoron
10058	L97041	octāvus, -a, -um: zortzigarren.
10059	L97042	octiens[eta -iēs], adb.: zortzi aldiz; zortzigarrenez, zortzigarren aldiz.
10060	L97043	octingentēsimus, -a, -um: zortziehungarren.
10061	L97044	octingenti, -ae, -a: zortziehun.
10062	L97045	octipēs, -pedis: zortzi oineko, zortzi hankako, zortzi zangoko.
10063	L97046	octo [dekl.ez.]: zortzi.
10064	L97047	octōber, -bris, -bre: urriko, urri-; octōber, -brism.: urri.
10065	L97048	octōdecim [dekl.ez.]: hemezortzi.
10066	L97049	octōgēnārius, -a, -um: laurogei urte beteak dituen(a), laurogei urteko.
10067	L97050	octōgēni, -ae, -a: laurogeinaka, bakoitzean laurogei, bakoitzari laurogei.
10068	L97051	octōgēsimus, -a, -um: laurogeigarren.
10069	L97052	octōgiēs, adb.: laurogei aldiz.
10070	L97053	octōginta [dekl.ez.]: laurogei.
10071	L97054	octōiugis, -e: zortzi zaldik tiratu(a) (octoiuges ad imperia obtinenda ire: zortzi joan elkarrekin agintea lortzera).
10072	L97055	octōni, -ae, -a: zortzinaka, bakoitzari zortzi.
10073	L97056	octōphoron, -i, n.: zortzik eramaniko ohatzea.
10074	L97057	octōphoros, -on: zortzik eraman(a).
10075	L97058	octuplicātus, -a, -um: zortzi aldiz handiagoa egin(a).
10076	L97059	octuplum, -i, n.: kopuru zortzi aldiz handiagoa; -plus, -a, -um: zortzi aldiz handiago.
10077	L97060	octussis, -is, m.: zortzi as, zortzi asen batura, zortzi asen balio.
10078	L97061	oculus, -i, m.: begi (ante oculos ponere edo proponere edo proponere oculis: begien aurrean jarri, bistan jarri); perla, altxor, bitxi (duo illi oculi orae maritimae: kostaldeko bi perla haiek, Kartago eta Korinto); astro, argizagi; ernamuin, begi.
