arrandegi,arrandeguia
iragazi,iragacia
irauli,irauli
irauli,iraulia
aldaira,aldaira
argal,argala
beilaldi,bellaldia
entzun,enzun
argaldu,argaldu
eraldatu,eraldatu
motxaile,mochallea
moztu,moztu
kaskamotz,caſcamotza
txarkeria,charqueria
doilorkeria,dollorqueria
irabiatu,irabiatu
bultzatu,bultzatu
kopia,copia
trataera,trataera
tratamendu,tratamendua
tratatu,tratatua
tratatu,tratatu
tratulari,tratularia
jostatu,joſtatu
buruko,burucoa
burko,burcoa
trabes,trabeſa
trazatu,trazatua
jostailu,joſtallua
lanabes,lanabeſac
geraldi,gueraldia
zingira,cinguira
lokatza,locatza
arazo,arazoa
txirikorda,chiricorda
txirikordatu,chiricordatu
txirikordatu,chiricordatua
hirurteko,hirurtecoa
doblatu,doblatu
ante,anteá
antsia,anſiá
jarleku,jarlecua
hirurteko,hirurtecoa
bihitu,bihitu
jo,joa
txoriburu,choriburu
puskatu,puſcatu
zatitu,zatitu
ebaki,ebaqui
epaile,epallea
trip,tripac
dantza,danza
prestatu,preſtatu
prestatu,preſtatua
oinkatu,oincatua
trukagarri,trucagarria
trukatu,trucatu
trukatu,trucatua
troglodita,troglodita
tronpetari,trompetaria
ebaki,ebaquia
zatitu,zatitu
zatitu,zatitua
zurtoin,zurtoina
txoro,choroa
puskatu,puſcatu
zatitu,zatitu
puskatu,puſcatua
estropezu,eſtropezua
trobalari,trobalaria
trukada,trucada
ostots,oſtotſa
interprete,interprete
buila,bulla
mami,mamia
elbarri,elbarria
elbarritu,elbarritu
tunbaga,tumbaga
joan,joan
etorri,etorri
arroa,arroa
tunika,tunica
tapitu,tapitu
trinkatu,trincatu
tapitu,tapitua
zotal,zotal
turbante,turbantea
aldi,aldia
euki,euqui
aldi,aldia
txanda,chanda
turroi,turroya
begirale,beguiralea
zauri,zauria
zauritu,zauritu
zauri,zauria
zauritu,zauritu
azkendu,azquendu
atzendu,atzendu
azkendu,azquendua
azken,azquena
atzen,atzena
atalburu,atalburua
uztartu,uztartua
gantzutu,gantzutua
bakar,bacarra
batasun,bataſuna
bakar,bacarra
mundu,mundua
gantzutu,gantzutua
begirune,beguirunea
kortesia,corteſia
more,morea
premia,premia
estutu,eſtutu
premiazko,premiazco
estu,eſtua
usatu,uſatua
gozamen,gozamena
euki,euqui
lukurari,lucuraria
lukurari,lucuraria
hiru,hiru
jabalaldi,jabalaldia
geraldi,gueraldia
ele,elea
jabalaldi,jabalaldia
geraldi,gueraldia
ele,elea
geraldi,gueraldia
gabetu,gabetu
zalantza,zalantza
baliakizun,baliaquizuna
baliatu,baliatu
balioztatu,balioztatu
aberats,aberatſa
ibar,ibarrá
hara,hará
frak,fracac
azotatu,azotatu
asti,aſti
unai,unaya
baketa,baqueta
zurrun,zurruna
zigorrada,cigorrada
zigor,cigorra
menpe,mempea
mendeko,mendecoa
menpeko,mempecoa
apal,apalá
ontzi,ontzia
muskil,muſquilla
aldizko,aldizcoa
aldizkako,aldizcacoa
auzo,auzoa
albo,alboa
aldamen,aldamena
alde,aldea
albo,alboa
begirale,beguiralea
aldi,aldia
beila,beilla
beilari,beillaria
arin,ariña
iletsu,illetſua
lasterka,laſterca
agudo,agudo
oren,oreña
garaitzaile,garaitzallea
bentzutu,ventzutu
iraungi,iraungui
garaitu,garaitu
azpiratu,azpiratu
bentzutu,ventzutua
eraman,eraman
garaipen,garaipena
saltzaile,ſaltzallea
saltzaile,ſaltzallea
saldu,ſaldu
saldu,ſaldua
salgarri,ſalgarria
ira,irá
pozoi,pozoya
edentsu,edentſua
pozoitsu,pozoitſua
maskor,maſcorra
gurgarri,gurgarria
ohoragarri,ohoragarria
benerazio,veneracioa
gurtu,gurtu
arra,arra
arraia,arraya
mendekatzaile,mendecatzallea
mendekari,mendecaria
zigor,cigorrá
mendeku,mendecua
mendekati,mendecatia
lizentzia,licencia
etorri,etorria
etorrera,etorrera
etorkizun,etorquizuna
ondorengo,ondorengoac
geroko,guerocoac
etorri,etorri
etorri,etorria
zaintsu,zaintſua
gaindi,gaindia
puztu,puztu
egurastu,eguraſtu
kopa,copá
sabelaldi,ſabelaldia
gerriko,guerricoa
mentura,mentura
zorion,zoriona
etorkizun,etorquizuna
zorioneko,zorionecoa
ikusle,icuslea
ikusi,icuſia
udaldi,udaldia
ben,bená
benazko,benazcoa
egiazko,eguiazcoa
berdetu,verdetu
gar,garra
berde,verdea
berdantza,verdantza
berdetasun,verdetaſuna
lizun,lizuna
borrero,borreroa
berdura,verdura
barazki,barazquia
lotsati,lotſatia
ahalketi,ahalquetia
lotsakor,lotſacorra
lotsa,lotſa
egiati,eguiatia
egiazale,eguiazalea
egiztatu,eguiztatu
egiaztatu,eguiaztatu
egiztatu,eguiztatua
sare,ſarea
apote,apotea
ordots,ordotſa
aldakor,aldacorra
bertso,verſoac
isurtegi,iſurteguia
isuri,iſuri
isuri,iſuria
isurkari,iſurcaria
aldagarri,aldagarria
jantzi,janci
beztitu,beztitu
bertsio,berſioa
maskuri,maſcuria
bide,bidea
bazka,bazcá
dardara,dardará
bikario,vicarioa
beirate,beiratea
beirategi,beirateguia
beiragile,beiraguillea
beira,beira
beiraki,beiraquia
atso,atſoa
agure,agurea
sabel,ſabelá
ostiral,oſtirala
arreta,arreta
atzarri,atzarria
beilari,beillaria
ernari,ernaria
eman,eman
bilur,bilura
biluzi,bilucia
bilaukeria,billauqueria
bilau,billaua
nagi,naguia
lokarri,locarria
jarki,jarquia
ardozale,ardozalea
biola,biola
bortxatu,borchatua
bortxa,borchá
bortxatu,borchatu
biola,biola
biolin,biolina
biolinista,bioliniſta
gezi,guecia
bertute,vertutea
baztanga,baztanga
pikota,picota
zornatu,zornatua
biska,biſca
istinga,iſtingá
lika,licá
biskatsu,biſcatſua
likatsu,licatſua
ikusgarri,icuſgarria
ikuskera,icuſquera
ikuskari,icuſcaria
irudikor,irudicorra
bisita,viſita
ikustaldi,icuſtaldia
ikustatu,icuſtatu
bisitatu,viſitatu
ikustatu,icuſtatua
ikusgarri,icuſgarria
irudi,irudia
elkargo,elcargoac
garaipen,garaipena
garaile,garailea
alargun,alarguna
alarguntza,alarguntza
zelatari,celataria
bizitasun,bicitaſuna
bizigarri,bicigarria
bizikor,bicicorra
bizitza,bicitza
bizitegi,biciteguia
bizi,bici
bizkonde,vizcondea
bizkondesa,vizcondeſa
hitz,hitza
hiztegi,hizteguia
dei,deya
burubide,burubidea
zuzenbide,zucembidea
bolante,bolantea
irauli,iraulia
gura,gurá
irabiatu,irabiatu
jirabiratu,girabiratu
birakor,biracorra
tomo,tomoa
borondate,borondatea
olde,oldea
gura,gura
gogo,gogoa
edertu,edertu
irauli,iraulia
goragarri,goragarria
goragarri,goragarria
oka,ocá
nazkatu,nazcatu
jale,jalea
osin,oſiná
jale,jalea
iraulketa,iraulqueta
bolada,bolada
iraulketa,iraulqueta
inguru,ingurua
makurrera,macurrera
aldaira,aldaira
arrantzale,arrantzalea
arrantzale,arrantzalea
lapa,lapa
zingira,cinguira
txara,chara
eder,ederra
etzauntza,etzauntza
janari,janaria
janari,janaria
etzauntza,etzauntza
janari,janaria
janari,janaria
golde,goldea
uztaldi,uztaldia
murgil,murguilla
murgildu,murguildu
murgil,murguil
murgildu,murguildu
murgil,murguilla
murgildu,murguildu
murgil,murguil
murgildu,murguildu
murgildu,murguildua
kortijo,cortijo
gonazpiko,gonazpicoa
soto,ſotoa
atzen,atzena
arazo,arazoa
zamar,zamarra
gor,gorra
sartu,ſartu
zangarte,zangartea
orpo,orpoa
sandia,ſandia
alper,alperra
erreten,erretena
lubaki,lubaquia
zaparrada,zaparrada
zapatari,zapataria
zapatari,zapataria
ganbara,gambara
txakur,chacur
zirtzilu,circillua
zarpatsu,zarpatſua
masusta,maſuſta
zelatari,celataria
erpin,erpiña
puztu,puztua
oritu,oritua
gelbera,guelberá
zati,zatia
azerikeria,azeriqueria
burrunbatu,burrumbatu
burrunba,burrumba
burrunba,burrumba
