LAR_LEMMA_EGOKITUA	ANCHORTEXT	ANCHORLINK	EUS_CANDIDATES
desengarrafar	desengarrafar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desengarrafar	agarrar, Desarrapatu
desengarzar	desengarzar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desengarzar	desgartzatu
desengastar	desengastar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desengastar	desastondu
desengrasar	desengrasar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desengrasar	descoipatu, coipaguetu, coipebaguetu
desengrosar	desengrosar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desengrosar	desloditu, desguicendu
desengrudar	desengrudar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desengrudar	desuraitu, desirlicatu
desenhebrar	desenhebrar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenhebrar	desalbiñotu, ari-albiñoa jostorraztic ateratu
desenhetrar	desenhetrar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenhetrar	desenredar
desenjaezar	desenjaezar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenjaezar	deszalpaindu
desenjaular	desenjaular	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenjaular	descabiatu, cabitic atera
desenlabonar	desenlabonar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenlabonar	desgartzatu, gartzac ascatu
desenladrillar	desenladrillar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenladrillar	desadrillatu, buztiñercaiztu
desenlazar	desenlazar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenlazar	desbeguistatu, deschibistatu, deslazamiento
desenlosar	desenlosar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenlosar	desarlauztu, deslosatu
desenlustrar	desenlustrar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenlustrar	deslustrar
desenlutar	desenlutar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenlutar	dolgaindetu, desdolgaindu
desenojar	desenojar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenojar	desempachatu, desbecaistu
desenojo	desenojo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenojo	desbecaitsa, desbecaizcoa
desenquadernar	desenquadernar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenquadernar	desquadernar
desenrazonado	desenrazonado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenrazonado	deseraldetua, arrazoi baguea, eraldecaitza
desenredar	desenredar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenredar	descatrambillatu, desequiñaspildu, aleratu
desenrrollar	desenrrollar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenrrollar	desarrolar
desensabanar	desensabanar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desensabanar	desmaindiretu, desizaratu
desensañar	desensañar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desensañar	desenojar
desensartar	desensartar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desensartar	dessartu, dessartatu
desenseñar	desenseñar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenseñar	deseracasi, ahaneiaraci, astuerazo
desensebar	desensebar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desensebar	descihoatu, desbicorstatu
desensillar	desensillar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desensillar	deserralquitu
desensoberbecerse	desensoberbecerse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desensoberbecerse	desantu, desandustetu, desgaineatu
desentablar	desentablar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desentablar	desoleztu
desentender	desentender	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desentender	desaditu
desenterrador	desenterrador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenterrador	desehortzara, desohortzallea
desenterrar	desenterrar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenterrar	desehortsi, desohortsi, desobiratu
desentoldar	desentoldar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desentoldar	desitzalcaitu
desentollecer	desentollecer	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desentollecer	deselbarritu
desentonadamente	desentonadamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desentonadamente	ocaizquiró
desentonamiento	desentonamiento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desentonamiento	ocaitza, desentono
desentonar	desentonar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desentonar	ocaiztu
desentorpecerse	desentorpecerse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desentorpecerse	dessortatu
desentrañar	desentrañar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desentrañar	deserraitu, erraibaguetu, halsargabetu
desentumecerse	desentumecerse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desentumecerse	desanditu, ehiquitu, tipitu
desenvainar	desenvainar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenvainar	desmaguiatu, maguiatic atera
desenvoltura	desenvoltura	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenvoltura	desbilgoa
desenvoltura	desenvoltura2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenvoltura2	desverguenza
desenvolvedor	desenvolvedor	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenvolvedor	desbiltzallea
desenvolver	desenvolver	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenvolver	desbildu
desenvueltamente	desenvueltamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenvueltamente	desbilgoro, lotsabaguero
desenxalmar	desenxalmar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desenxalmar	desalbardar
deseo	deseo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deseo	opá, golosquia, autoca, guticia, deseoa, desira
deseo	deseo2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deseo2	eresiá
deseoso	deseoso	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deseoso	golosquitsua, autoeatsua, desatia, desiraduna
desequido	desequido	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desequido	desequitua, deseguiña, desequi, tua, idorra, leorra, erquitua
desercion	desercion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desercion	bander-uztea, banderatic iguestea
desertar	desertar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desertar	bandera utzi, banderatic igues, ies eguitea
desertor	desertor	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desertor	bander-uzlea, banderatice igues, ieslea, tornadizo, tornillero
desescurecer	desescurecer	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desescurecer	desillundu
desesperacion	desesperacion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desesperacion	etsia, etsigoa, etsimendua, gogaicioa, echedencaiza
desesperadamente	desesperadamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desesperadamente	etsi, etsian, etsigoró, echedencaizquiro
desesperamiento	desesperamiento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desesperamiento	desesperacion
desesperar	desesperar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desesperar	etsi, etsitu, desecheden, desacheden
desesperarse	desesperarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desesperarse	etsimenduac artu
desesterar	desesterar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desesterar	cerriguetu, descerritu
desestero	desestero	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desestero	cerriguea, descerrigoa
desestima	desestima	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desestima	despreciar
desfalcar	desfalcar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfalcar	cerbaquitu
desfallecimiento	desfallecimiento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfallecimiento	galagoa, jausbetigoa
desfallecer	desfallecer	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfallecer	galagotu, jausbetitu, desmayar
desfavorecer	desfavorecer	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfavorecer	ontarguetu, desontartu
desfaxar	desfaxar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfaxar	trosaguetu, destrosatu
desfazado	desfazado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfazado	desvoergonzado
desfigurar	desfigurar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfigurar	eragaiztu, desguisatu, ssitu, dsabarat
desfilachar	desfilachar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfilachar	deshilachar
desfiladero	desfiladero	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfiladero	erroeaizteguia
desilar	desilar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desilar	errocaiztu
desflaquecerse	desflaquecerse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desflaquecerse	enstaqueeerse
desfemar	desfemar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfemar	istasguetu, desistatsi, desistatsitu
desflocar	desflocar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desflocar	tiraltsitu
desfloramiento	desfloramiento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfloramiento	deslorandea
desflorar	desflorar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desflorar	desloratu
desfogar	desfogar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfogar	desutu
desfogar	desfogar2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfogar2	dessutu, camporatu
desfogonar	desfogonar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfogonar	dessuchulatu, suchulac autsi
desfogue	desfogue	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfogue	dessutundea
desfortalecer	desfortalecer	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfortalecer	indarguetu, desindartu
desfrenar	desfrenar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfrenar	desenfrenar
desfrutar	desfrutar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfrutar	eramaitzac hildu
desfrutar	desfrutar2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desfrutar2	desrfrutatu, satitu, asartu
desgaire	desgaire	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgaire	deslayan
desgajar	desgajar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgajar	descordocatu, deslacaindu, adarren bat autsi
desgajarse	desgajarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgajarse	euriari erasó, eraunsi
desgalgar	desgalgar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgalgar	amildu, botatu
desgana	desgana	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgana	gana, desgana, ganaguea, gogabea, iguya
desganar	desganar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desganar	desganatu, ganaguetu, gogabetu, iguiitn
desganarse	desganarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desganarse	desganatu, &c
desganchar	desganchar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desganchar	desgajar
desgañiitarse	desgañiitarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgañiitarse	ojiuca, deadarca marrancatu
desgargantarse	desgargantarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgargantarse	ojuca eztarria, samea, galdu
desgargolar	desgargolar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgargolar	calamua jo, acia quentzeco
desgaritarse	desgaritarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgaritarse	ontziac bere joaira, bidea galtzea
desgarradamente	desgarradamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgarradamente	totsaric bague
desgarrar	desgarrar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgarrar	agarrar, Yrratu
desgarrado	desgarrado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgarrado	urratua
desgarro	desgarro	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgarro	urrapena
desgarro	desgarro2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgarro2	deserguenza
desgarro	desgarro3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgarro3	be-
desgarron	desgarron	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgarron	desgarro
desgastar	desgastar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgastar	gastar
desgatar	desgatar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgatar	descatutu
desglosar	desglosar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desglosar	desazaldu, azaldea cabeztu
desgobernar	desgobernar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgobernar	desgobernatu, desorondu, desantzatu
desgobierno	desgobierno	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgobierno	desgobernua, desorondea, desantzaera
desgolletar	desgolletar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgolletar	desicherpotu, icherpogueti, icherpoa autsi
desgorrarse	desgorrarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgorrarse	gorra, gorquinguetu, desgorquindu, gorquiña quendu
desgotar	desgotar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgotar	agotar
desgoznar	desgoznar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgoznar	deselgontzatu elgontzac quendu
desgracia	desgracia	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgracia	desgracia, ondicoa, machurea, doaincaitza, doacabes, zorigaistoa
desgracia	desgracia2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgracia2	enemistad
desgracia	desgracia3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgracia3	desagrado
desgraciadamente	desgraciadamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgraciadamente	doacabero, zorigaistoró, doaincaizquiro
desgraciar	desgraciar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgraciar	desoniritzi
desgraciarse	desgraciarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgraciarse	desadisquidetu, deselcartu, desongundetu
desgraciarse	desgraciarse2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgraciarse2	galtzea
desgraciado	desgraciado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgraciado	desagradable
desgraduado	desgraduado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgraduado	degradado
desgramar	desgramar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgramar	desasquiatu
desgranar	desgranar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgranar	curcuildu, urgali, urgaldu, desaletu, desgarautu, iracurri
desgranzar	desgranzar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgranzar	desalcoztu, alcotzac deseguin
desgreñar	desgreñar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgreñar	nastuletu, nastulac eguin
desgreñado	desgreñado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desgreñado	nastuletua
desguarnecer	desguarnecer	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desguarnecer	desgoarnitu, desgordacaitu, gordacaya quendu
desguarnecido	desguarnecido	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desguarnecido	desgoarnitua, desgordacaitua
desguindar	desguindar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desguindar	descolgar
deshabitar	deshabitar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshabitar	echacaiztu
deshabituar	deshabituar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshabituar	desoitu
deshazer	deshazer	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshazer	deseguin, deseguin
deshecho	deshecho	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshecho	deseguiña, ecaitza, ecacha
deshambrido	deshambrido	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshambrido	hambriento
desharrapado	desharrapado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desharrapado	zatarduna
deshebillar	deshebillar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshebillar	pindolac, burlac, ebillac ascatu
deshebrar	deshebrar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshebrar	deshilar
deshecha	deshecha	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshecha	dissimulo
deshecha	deshecha2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshecha2	irteera bacarra, bearrezcoa
deshechizar	deshechizar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshechizar	desgaizquindu, sorezguetu
deshelar	deshelar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshelar	desizoztu, izozguetu, desgelatu, desleyatu
deshe	deshe	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshe	desprimuztatu, pbrimuzguetu, primezá quendu
deshermanar	deshermanar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshermanar	elcarguetu, desanaitu, deselcartu
desherrar	desherrar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desherrar	perraguetu, desperratu, deseransi
desherrar	desherrar2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desherrar2	derburnitu, desburdindu
deshilachar	deshilachar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshilachar	altsiac, litsac, furlatsac eguin
deshilar	deshilar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshilar	desirun, desirundu, tiraltsitu
deshilados	deshilados	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshilados	aritsuncac, deslai bacandean
deshincharse	deshincharse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshincharse	desanditu, desuanditu, desbuyatu
deshojar	deshojar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshojar	ostaguetu, orriguetu, desorritu, rritu, desostotu, orria, ostoa quendu
deshollinar	deshollinar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshollinar	quedarguetu, desquedartu
deshonest	deshonest	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshonest	araguetiro, desonesquiro, lotsabagueró
deshonestar	deshonestar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshonestar	honesto, Itsusquitu, itsisitu
deshonestidad	deshonestidad	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshonestidad	aragueya, anraqueta, desonesqueria, limuridea
deshonesto	deshonesto	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshonesto	aragueitia, desonestia, andretia, andrezalea
deshonor	deshonor	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshonor	desorea, desohorea, deshonrea, laidoá
deshonorar	deshonorar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshonorar	desoratu, desohoratu, deshonratu, laidoztatu
deshonradamente	deshonradamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshonradamente	desoraquiro
deshonrador	deshonrador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshonrador	desoratzallea
deshonroso	deshonroso	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshonroso	desoretsua
deshora	deshora	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshora	desordua, desorena
deshorado	deshorado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshorado	desordutua, desorendua
deshornar	deshornar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#deshornar	labezguetu, deslaberatu, labetic camporatu
desidia	desidia	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desidia	naguia, naguitasuna, alperqueria
desidioso	desidioso	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desidioso	naguia, naguitsua, alperra
desierto	desierto	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desierto	basá, mortuá, eremuá, basatarra, mortnarra, eremutarra
desierto	desierto2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desierto2	bague, baguetua, utsa, utsitua
designacion	designacion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#designacion	margotzea, señalatzea
designar	designar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#designar	margotu, gochcdatu
dei	dei	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#dei	gochedea
desigual	desigual	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desigual	berdiñeza, igoalguea, cela-
desigual	desigual2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desigual2	biurria
desigual	desigual3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desigual3	aldatsua
desigal	desigal	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desigal	unetsua, unetia, 7y
desigualar	desigualar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desigualar	desgoldu, desberdindu, decbardindu, descelaitu
desigualdad	desigualdad	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desigualdad	desigoldea, berdiñeza, bardincaitza, descelaidea
desigualdad	desigualdad2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desigualdad2	biurria, aldaroa, unea, meat@sunea
desigalmentae	desigalmentae	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desigalmentae	desigolderó, berdiñezquro, bardincaizqairo
desimaginar	desimaginar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desimaginar	desirudin, desirudetsi
desimpresionar	desimpresionar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/D#desimpresionar	desirudetsi
